day	turnSpent	free?	location	encounterName	familiar	items	meat	rounds	mus	mys	mox	advsGained	effectsGained	itemsUsed	skillsUsed	freeRun?	banish	freeKill	sniff	spit	copy	macroFrom	
2	401	false	The Defiled Alcove	modern zmobie	XO Skeleton	 | decent brain | Gathered Meat-Clip	203	2	14	7	8	0				0	0	0	0	0	0		
2	402	false	The Defiled Alcove	modern zmobie	XO Skeleton	 | decent brain	183	2	16	4	9	0				0	0	0	0	0	0		
2	403	false	The Defiled Alcove	modern zmobie	XO Skeleton	 | wriggling worm | decent brain	151	2	16	5	9	0				0	0	0	0	0	0		
2	404	true	The Defiled Alcove	Wooof! Wooooooof!	XO Skeleton		0	-1	0	0	0	0	 | Adventurer's Best Friendship (30)			0	0	0	0	0	0		
2	404	false	The Defiled Alcove	modern zmobie	XO Skeleton	 | decent brain | cartoon harpoon	152	2	16	2	12	0				0	0	0	0	0	0		
2	405	TRUE	CONSUME: eat 1 boss brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
2	405	false	The Defiled Alcove	conjoined zmombie	XO Skeleton	 | loose teeth | cranberries | cranberries | O | boss brain	904	2	35	19	17	0				0	0	0	0	0	0		
2	406	TRUE	CONSUME: eat 1 boss brain	N/A	XO Skeleton	 | Uranium Omega of Temperance	0	-1	0	0	0	7				0	0	0	0	0	0		
2	406	false	Haert of the Cyrpt	The Bonerdagon	XO Skeleton	 | skull of the Bonerdagon	13	2	0	0	0	0				0	0	0	0	0	0		
2	407	true	Combing the Beach	N/A	XO Skeleton		0	-1	0	0	0	0	 | Pomp & Circumsands (50)			0	0	0	0	0	0		
2	407	false	Sleaziest Adventurer Contest	Leonard	XO Skeleton	 | Leonard's glasses | good brain	15	2	29	18	19	0				0	0	0	0	0	0		
2	408	false	Smoothest Adventurer Contest	Seannery the Conman	XO Skeleton	 | leather glove | good brain	15	3	33	14	19	0				0	0	0	0	0	0		
2	409	false	Fastest Adventurer Contest	The Tasmanian Dervish	XO Skeleton	 | X | good brain	12	7	47	17	32	0			 | DRAGOON PLATOON	0	0	0	0	0	0		
2	410	false	The Hedge Maze	'Allo	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	411	false	The Hedge Maze	Pooling Your Resources	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	412	false	The Hedge Maze	Of Mouseholes and Manholes	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	413	false	The Hedge Maze	Of Mouseholes and Manholes	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	414	false	The Hedge Maze	Mazel Tov!	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	415	true	Tower Door	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	415	true	The Bandit Crossroads	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	415	false	The Bandit Crossroads	fantasy bandit	none	 | Rubee&trade; | decent brain	11	2	17	7	14	0				0	0	0	0	0	0		
2	416	false	The Bandit Crossroads	fantasy bandit	none	 | Rubee&trade; | good brain	13	2	14	6	13	0				0	0	0	0	0	0		
2	417	false	The Bandit Crossroads	fantasy bandit	none	 | Rubee&trade; | good brain | Gathered Meat-Clip	10	2	15	8	9	0				0	0	0	0	0	0		
2	418	false	The Bandit Crossroads	fantasy bandit	none	 | Rubee&trade; | good brain	12	2	15	7	12	0				0	0	0	0	0	0		
2	419	false	The Bandit Crossroads	fantasy bandit	none	 | Rubee&trade; | fat loot token | decent brain	15	2	13	4	15	0				0	0	0	0	0	0		
2	420	true	8-Bit Realm	Zol	XO Skeleton		0	1	0	0	0	0			 | ASDON MARTIN: SPRING-LOADED FRONT BUMPER	0	0	0	0	0	0		
2	420	true	8-Bit Realm	Bullet Bill	XO Skeleton		0	1	0	0	0	0			 | THROW LATTE ON OPPONENT	1	1	0	0	0	0		
2	420	true	8-Bit Realm	Blooper	XO Skeleton		0	0	0	0	0	0			 | USE THE FORCE | SABER FRIENDS	0	0	0	0	0	0		
2	420	false	8-Bit Realm	Blooper	XO Skeleton	 | white pixel | white pixel | white pixel | crappy brain	14	2	9	0	7	0				0	0	0	0	0	0		
2	421	false	8-Bit Realm	Blooper	XO Skeleton	 | white pixel | white pixel | white pixel | crappy brain	13	3	10	1	5	0			 | OFFER LATTE TO OPPONENT	0	0	0	1	0	0		
2	422	false	8-Bit Realm	Blooper	XO Skeleton	 | white pixel | white pixel | white pixel | crappy brain	14	2	9	1	5	0				0	0	0	0	0	0		
2	423	true	8-Bit Realm	Tektite	XO Skeleton		0	1	0	0	0	0			 | KGB TRANQUILIZER DART	1	1	0	0	0	0		
2	423	false	8-Bit Realm	Blooper	XO Skeleton	 | white pixel | white pixel | white pixel | blue pixel | crappy brain	14	2	10	1	4	0				0	0	0	0	0	0		
2	424	false	8-Bit Realm	a Blooper!	XO Skeleton	 | white pixel | white pixel | white pixel | O | crappy brain	10	4	10	2	4	0			 | CHEAT CODE: REPLACE ENEMY | CHEAT CODE: REPLACE ENEMY	0	0	0	0	0	0	 | Goomba | a Koopa Troopa!	
2	425	true	8-Bit Realm	Dog Needs Food Badly	XO Skeleton	 | black pixel | green pixel | black pixel | black pixel | blue pixel	0	-1	0	0	0	0				0	0	0	0	0	0		
2	425	TRUE	CONSUME: eat 1 good brain	N/A	XO Skeleton		0	-1	0	0	0	4				0	0	0	0	0	0		
2	425	true	Tower Door	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	425	true	Tower Door	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	425	true	Tower Door	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	425	true	Tower Door	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	425	false	The Naughty Sorceress' Tower	wall of skin	XO Skeleton	 | red pixel	13	2	28	14	23	0		|beehive		0	0	0	0	0	0		
2	426	false	The Naughty Sorceress' Tower	wall of meat	XO Skeleton		871	5	35	14	15	0				0	0	0	0	0	0		
2	427	false	The Naughty Sorceress' Tower	wall of meat	XO Skeleton		830	6	36	13	15	0				0	0	0	0	0	0		
2	428	true	Tower Door	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	428	TRUE	CONSUME: eat 1 good brain	N/A	XO Skeleton		0	-1	0	0	0	4				0	0	0	0	0	0		
2	428	false	The Naughty Sorceress' Tower	wall of bones	XO Skeleton	 | X | good brain | Gathered Meat-Clip	11	2	143	74	67	0		|electric boning knife		0	0	0	0	0	0		
2	429	false	The Naughty Sorceress' Tower	The Mirror in the Tower has the View that is True	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	430	TRUE	PILLKEEPER: Sunday - Surprise Me	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	430	false	The Naughty Sorceress' Tower	Shadow Zombie Master	XO Skeleton		0	1	0	0	0	0			 | RETURN	0	0	0	0	0	0		
2	431	false	Cobb's Knob Harem	Hands On	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	432	TRUE	CONSUME: eat 1 good brain	N/A	XO Skeleton		0	-1	0	0	0	4				0	0	0	0	0	0		
2	432	false	The Naughty Sorceress' Tower	Shadow Zombie Master	XO Skeleton	 | good brain	12	4	104	57	68	0		|gauze garter|gauze garter|scented massage oil		0	0	0	0	0	0		
2	433	false	The Naughty Sorceress' Chamber	The Naughty Sorceress	XO Skeleton		14	3	5	5	0	0				0	0	0	0	0	0		
2	434	true	The Naughty Sorceress' Chamber	The Naughty Sorceress (2)	XO Skeleton	 | good brain	12	4	5	5	0	0				0	0	0	0	0	0		
2	434	false	The Naughty Sorceress' Chamber	Rene C. Corman	XO Skeleton	 | Instant Karma | Thwaitgold maggot statuette | good brain	15	4	36	12	19	0				0	0	0	0	0	0		
